region,category,parameter,mode,powertrain,year,unit,value
Canada,Historical,EV sales,Cars,BEV,2017,sales,8700
Canada,Historical,EV stock,Vans,PHEV,2017,stock,5
Canada,Historical,EV stock,Cars,BEV,2017,stock,24000
Canada,Historical,EV sales,Cars,PHEV,2017,sales,8000
Canada,Historical,EV stock,Cars,PHEV,2017,stock,22000
Canada,Historical,EV sales share,Buses,EV,2017,percent,0.17000000178813934
Canada,Historical,EV sales share,Cars,EV,2017,percent,1
Canada,Historical,EV stock share,Cars,EV,2017,percent,0.20999999344348907
Canada,Historical,EV stock share,Vans,EV,2017,percent,0.0001500000071246177
Canada,Historical,EV stock share,Vans,EV,2018,percent,0.0001500000071246177
Canada,Historical,EV stock share,Cars,EV,2018,percent,0.4000000059604645
Canada,Historical,EV sales share,Cars,EV,2018,percent,2.700000047683716
Canada,Historical,EV stock share,Buses,EV,2018,percent,0.019999999552965164
Canada,Historical,EV sales share,Buses,EV,2018,percent,0.27000001072883606
Canada,Historical,EV stock,Cars,PHEV,2018,stock,44000
Canada,Historical,EV sales,Cars,PHEV,2018,sales,21000
Canada,Historical,EV stock,Cars,BEV,2018,stock,46000
Canada,Historical,EV stock,Vans,PHEV,2018,stock,5
Canada,Historical,EV sales,Cars,BEV,2018,sales,23000
Canada,Historical,EV charging points,EV,Publicly available fast,2018,charging points,840
Canada,Historical,EV charging points,EV,Publicly available slow,2018,charging points,7100
Canada,Historical,EV sales,Buses,BEV,2018,sales,19
Canada,Historical,EV stock,Buses,BEV,2018,stock,19
Canada,Historical,EV stock,Buses,BEV,2019,stock,68
Canada,Historical,EV sales,Buses,BEV,2019,sales,49
Canada,Historical,EV charging points,EV,Publicly available fast,2019,charging points,980
Canada,Historical,EV charging points,EV,Publicly available slow,2019,charging points,8000
Canada,Historical,EV sales,Cars,BEV,2019,sales,32000
Canada,Historical,EV stock,Vans,PHEV,2019,stock,5
Canada,Historical,EV stock,Cars,BEV,2019,stock,79000
Canada,Historical,EV sales,Cars,PHEV,2019,sales,19000
Canada,Historical,EV stock,Cars,PHEV,2019,stock,62000
Canada,Historical,EV sales share,Buses,EV,2019,percent,0.7900000214576721
Canada,Historical,EV stock share,Buses,EV,2019,percent,0.0729999989271164
Canada,Historical,EV sales share,Cars,EV,2019,percent,3.200000047683716
Canada,Historical,EV stock share,Cars,EV,2019,percent,0.6299999952316284
Canada,Historical,EV stock share,Vans,EV,2019,percent,0.00014000000373926014
Canada,Historical,EV stock share,Vans,EV,2020,percent,0.08100000023841858
Canada,Historical,EV sales share,Vans,EV,2020,percent,1.399999976158142
Canada,Historical,EV stock share,Cars,EV,2020,percent,0.8299999833106995
Canada,Historical,EV sales share,Cars,EV,2020,percent,4.199999809265137
Canada,Historical,EV stock share,Buses,EV,2020,percent,0.28999999165534973
Canada,Historical,EV sales share,Trucks,EV,2020,percent,0.007699999958276749
Canada,Historical,EV stock share,Trucks,EV,2020,percent,0.0006399999838322401
Canada,Historical,EV sales share,Buses,EV,2020,percent,1
Canada,Historical,EV stock,Cars,PHEV,2020,stock,82000
Canada,Historical,EV sales,Cars,PHEV,2020,sales,14000
Canada,Historical,EV stock,Cars,BEV,2020,stock,130000
Canada,Historical,EV stock,Vans,PHEV,2020,stock,1400
Canada,Historical,EV sales,Vans,BEV,2020,sales,1600
Canada,Historical,EV stock,Vans,BEV,2020,stock,1600
Canada,Historical,EV sales,Cars,BEV,2020,sales,37000
Canada,Historical,EV sales,Trucks,BEV,2020,sales,7
Canada,Historical,EV stock,Trucks,BEV,2020,stock,7
Canada,Historical,EV sales,Vans,PHEV,2020,sales,1400
Canada,Historical,EV charging points,EV,Publicly available fast,2020,charging points,2300
Canada,Historical,EV charging points,EV,Publicly available slow,2020,charging points,11000
Canada,Historical,EV sales,Buses,BEV,2020,sales,63
Canada,Historical,EV stock,Buses,BEV,2020,stock,270
Canada,Historical,EV sales,Buses,BEV,2021,sales,250
Canada,Historical,EV charging points,EV,Publicly available fast,2021,charging points,3100
Canada,Historical,EV charging points,EV,Publicly available slow,2021,charging points,12000
Canada,Historical,EV sales,Vans,PHEV,2021,sales,2600
Canada,Historical,EV stock,Buses,BEV,2021,stock,430
Canada,Historical,EV stock,Trucks,BEV,2021,stock,7
Canada,Historical,EV sales,Cars,BEV,2021,sales,59000
Canada,Historical,EV stock,Vans,BEV,2021,stock,4200
Canada,Historical,EV sales,Vans,BEV,2021,sales,2600
Canada,Historical,EV stock,Vans,PHEV,2021,stock,4000
Canada,Historical,EV stock,Cars,BEV,2021,stock,190000
Canada,Historical,EV sales,Cars,PHEV,2021,sales,28000
Canada,Historical,EV stock,Cars,PHEV,2021,stock,110000
Canada,Historical,EV sales share,Buses,EV,2021,percent,4
Canada,Historical,EV stock share,Trucks,EV,2021,percent,0.0006399999838322401
Canada,Historical,EV stock share,Buses,EV,2021,percent,0.46000000834465027
Canada,Historical,EV sales share,Cars,EV,2021,percent,6.599999904632568
Canada,Historical,EV stock share,Cars,EV,2021,percent,1.2000000476837158
Canada,Historical,EV sales share,Vans,EV,2021,percent,1.5
Canada,Historical,EV stock share,Vans,EV,2021,percent,0.2199999988079071
Chile,Historical,EV sales share,Cars,EV,2011,percent,0.0024999999441206455
Chile,Historical,EV stock share,Cars,EV,2011,percent,0.0002800000074785203
Chile,Historical,EV sales,Cars,BEV,2011,sales,6
Chile,Historical,EV stock,Cars,BEV,2011,stock,6
Chile,Historical,EV charging points,EV,Publicly available fast,2011,charging points,1
Chile,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1
Chile,Historical,EV charging points,EV,Publicly available fast,2012,charging points,4
Chile,Historical,EV charging points,EV,Publicly available slow,2012,charging points,6
Chile,Historical,EV stock,Cars,BEV,2012,stock,11
Chile,Historical,EV sales,Cars,BEV,2012,sales,5
Chile,Historical,EV stock share,Cars,EV,2012,percent,0.0004900000058114529
Chile,Historical,EV sales share,Cars,EV,2012,percent,0.0020000000949949026
Chile,Historical,EV sales share,Cars,EV,2013,percent,0.0017999999690800905
Chile,Historical,EV stock share,Cars,EV,2013,percent,0.0006699999794363976
Chile,Historical,EV sales,Cars,BEV,2013,sales,5
Chile,Historical,EV stock,Cars,BEV,2013,stock,16
Chile,Historical,EV charging points,EV,Publicly available fast,2013,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2013,charging points,8
Chile,Historical,EV charging points,EV,Publicly available fast,2014,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2014,charging points,13
Chile,Historical,EV stock,Cars,BEV,2014,stock,19
Chile,Historical,EV sales,Cars,BEV,2014,sales,3
Chile,Historical,EV stock,Cars,PHEV,2014,stock,14
Chile,Historical,EV sales,Cars,PHEV,2014,sales,14
Chile,Historical,EV stock share,Cars,EV,2014,percent,0.0013000000035390258
Chile,Historical,EV sales share,Cars,EV,2014,percent,0.006800000090152025
Chile,Historical,EV sales share,Cars,EV,2015,percent,0.017000000923871994
Chile,Historical,EV stock share,Cars,EV,2015,percent,0.0026000000070780516
Chile,Historical,EV sales,Cars,PHEV,2015,sales,23
Chile,Historical,EV stock,Cars,PHEV,2015,stock,37
Chile,Historical,EV sales,Cars,BEV,2015,sales,13
Chile,Historical,EV stock,Cars,BEV,2015,stock,32
Chile,Historical,EV charging points,EV,Publicly available fast,2015,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2015,charging points,22
Chile,Historical,EV charging points,EV,Publicly available fast,2016,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2016,charging points,22
Chile,Historical,EV stock,Cars,BEV,2016,stock,54
Chile,Historical,EV sales,Cars,BEV,2016,sales,22
Chile,Historical,EV stock,Cars,PHEV,2016,stock,46
Chile,Historical,EV sales,Cars,PHEV,2016,sales,9
Chile,Historical,EV stock share,Cars,EV,2016,percent,0.003599999938160181
Chile,Historical,EV sales share,Cars,EV,2016,percent,0.013000000268220901
Chile,Historical,EV sales share,Cars,EV,2017,percent,0.04899999871850014
Chile,Historical,EV stock share,Cars,EV,2017,percent,0.00800000037997961
Chile,Historical,EV sales,Cars,PHEV,2017,sales,15
Chile,Historical,EV stock,Cars,PHEV,2017,stock,61
Chile,Historical,EV sales,Cars,BEV,2017,sales,120
Chile,Historical,EV stock,Cars,BEV,2017,stock,170
Chile,Historical,EV charging points,EV,Publicly available fast,2017,charging points,6
Chile,Historical,EV charging points,EV,Publicly available slow,2017,charging points,35
Chile,Historical,EV charging points,EV,Publicly available fast,2018,charging points,8
Chile,Historical,EV charging points,EV,Publicly available slow,2018,charging points,61
Chile,Historical,EV stock,Cars,BEV,2018,stock,280
Chile,Historical,EV sales,Cars,BEV,2018,sales,110
Chile,Historical,EV stock,Cars,PHEV,2018,stock,130
Chile,Historical,EV sales,Cars,PHEV,2018,sales,68
Chile,Historical,EV stock share,Cars,EV,2018,percent,0.013000000268220901
Chile,Historical,EV sales share,Cars,EV,2018,percent,0.0560000017285347
Chile,Historical,EV sales share,Cars,EV,2019,percent,0.10999999940395355
Chile,Historical,EV stock share,Cars,EV,2019,percent,0.019999999552965164
Chile,Historical,EV sales,Cars,PHEV,2019,sales,140
Chile,Historical,EV stock,Cars,PHEV,2019,stock,210
Chile,Historical,EV sales,Cars,BEV,2019,sales,160
Chile,Historical,EV stock,Cars,BEV,2019,stock,430
Chile,Historical,EV charging points,EV,Publicly available fast,2019,charging points,42
Chile,Historical,EV charging points,EV,Publicly available slow,2019,charging points,130
Chile,Historical,EV charging points,EV,Publicly available fast,2020,charging points,84
Chile,Historical,EV charging points,EV,Publicly available slow,2020,charging points,270
Chile,Historical,EV sales,Cars,BEV,2020,sales,110
Chile,Historical,EV stock,Cars,PHEV,2020,stock,290
Chile,Historical,EV sales,Cars,PHEV,2020,sales,79
Chile,Historical,EV stock,Cars,BEV,2020,stock,540
Chile,Historical,EV stock share,Cars,EV,2020,percent,0.026000000536441803
Chile,Historical,EV sales share,Cars,EV,2020,percent,0.10000000149011612
Chile,Historical,EV sales share,Cars,EV,2021,percent,0.1899999976158142
Chile,Historical,EV stock share,Cars,EV,2021,percent,0.0430000014603138
Chile,Historical,EV stock,Cars,BEV,2021,stock,810
Chile,Historical,EV sales,Cars,PHEV,2021,sales,300
Chile,Historical,EV stock,Cars,PHEV,2021,stock,590
Chile,Historical,EV sales,Cars,BEV,2021,sales,270
Chile,Historical,EV charging points,EV,Publicly available fast,2021,charging points,120
Chile,Historical,EV charging points,EV,Publicly available slow,2021,charging points,360
China,Historical,EV sales,Buses,BEV,2010,sales,1900
China,Historical,EV stock,Buses,BEV,2010,stock,1900
China,Historical,EV sales,Trucks,BEV,2010,sales,4.900000095367432
China,Historical,EV sales share,Buses,EV,2010,percent,0.38999998569488525
China,Historical,Oil displacement Mbd,Buses,EV,2010,Milion barrels per day,0.000590000010561198
China,Historical,Oil displacement Mbd,Trucks,EV,2010,Milion barrels per day,1.700000069604357e-7
China,Historical,Oil displacement Mbd,Vans,EV,2010,Milion barrels per day,0.00001700000029813964
China,Historical,Oil displacement Mbd,Cars,EV,2010,Milion barrels per day,0.000050999999075429514
China,Historical,Oil displacement Mlge,Buses,EV,2010,Milion litres gasoline equivalent,35
China,Historical,Oil displacement Mlge,Trucks,EV,2010,Milion litres gasoline equivalent,0.009999999776482582
China,Historical,Oil displacement Mlge,Vans,EV,2010,Milion litres gasoline equivalent,1
China,Historical,Oil displacement Mlge,Cars,EV,2010,Milion litres gasoline equivalent,3.0999999046325684
China,Historical,EV stock share,Buses,EV,2010,percent,0.04800000041723251
China,Historical,EV sales share,Trucks,EV,2010,percent,0.0002300000051036477
China,Historical,EV sales share,Vans,EV,2010,percent,0.010999999940395355
China,Historical,EV stock share,Vans,EV,2010,percent,0.004699999932199717
China,Historical,EV stock share,Cars,EV,2010,percent,0.003000000026077032
China,Historical,EV sales share,Cars,EV,2010,percent,0.009999999776482582
China,Historical,EV stock,Cars,PHEV,2010,stock,340
China,Historical,EV sales,Vans,BEV,2010,sales,120
China,Historical,EV stock,Vans,BEV,2010,stock,400
China,Historical,EV sales,Cars,BEV,2010,sales,1100
China,Historical,EV stock,Cars,BEV,2010,stock,1600
China,Historical,EV sales,Cars,PHEV,2010,sales,340
China,Historical,EV sales,Cars,PHEV,2011,sales,320
China,Historical,EV stock,Cars,BEV,2011,stock,6300
China,Historical,EV sales,Cars,BEV,2011,sales,4800
China,Historical,EV stock,Vans,BEV,2011,stock,700
China,Historical,EV sales,Vans,BEV,2011,sales,330
China,Historical,EV stock,Cars,PHEV,2011,stock,660
China,Historical,EV sales share,Cars,EV,2011,percent,0.03400000184774399
China,Historical,EV stock share,Cars,EV,2011,percent,0.008999999612569809
China,Historical,EV stock share,Vans,EV,2011,percent,0.007600000128149986
China,Historical,EV sales share,Vans,EV,2011,percent,0.03400000184774399
China,Historical,EV sales share,Trucks,EV,2011,percent,0.0007399999885819852
China,Historical,EV stock share,Buses,EV,2011,percent,0.10999999940395355
China,Historical,Oil displacement Mbd,Buses,EV,2011,Milion barrels per day,0.0008800000068731606
China,Historical,Oil displacement Mbd,Trucks,EV,2011,Milion barrels per day,2.900000026784255e-7
China,Historical,Oil displacement Mbd,Vans,EV,2011,Milion barrels per day,0.000029999999242136255
China,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,0.00008099999831756577
China,Historical,Oil displacement Mlge,Buses,EV,2011,Milion litres gasoline equivalent,53
China,Historical,Oil displacement Mlge,Trucks,EV,2011,Milion litres gasoline equivalent,0.017000000923871994
China,Historical,Oil displacement Mlge,Vans,EV,2011,Milion litres gasoline equivalent,1.7999999523162842
China,Historical,Oil displacement Mlge,Cars,EV,2011,Milion litres gasoline equivalent,4.800000190734863
China,Historical,EV sales share,Buses,EV,2011,percent,0.7900000214576721
China,Historical,EV sales,Trucks,BEV,2011,sales,14
China,Historical,EV stock,Buses,BEV,2011,stock,4100
China,Historical,EV sales,Buses,PHEV,2011,sales,330
China,Historical,EV stock,Buses,PHEV,2011,stock,330
China,Historical,EV sales,Buses,BEV,2011,sales,2100
China,Historical,EV sales,Buses,BEV,2012,sales,1800
China,Historical,EV stock,Buses,PHEV,2012,stock,1400
China,Historical,EV sales,Buses,PHEV,2012,sales,1000
China,Historical,EV stock,Buses,BEV,2012,stock,5900
China,Historical,EV sales,Trucks,BEV,2012,sales,51
China,Historical,EV stock,Trucks,BEV,2012,stock,51
China,Historical,EV sales share,Buses,EV,2012,percent,0.9599999785423279
China,Historical,Oil displacement Mbd,Buses,EV,2012,Milion barrels per day,0.0010999999940395355
China,Historical,Oil displacement Mbd,Trucks,EV,2012,Milion barrels per day,8.200000252145401e-7
China,Historical,Oil displacement Mbd,Vans,EV,2012,Milion barrels per day,0.000048999998398358
China,Historical,Oil displacement Mbd,Cars,EV,2012,Milion barrels per day,0.00022000000171829015
China,Historical,Oil displacement Mlge,Buses,EV,2012,Milion litres gasoline equivalent,65
China,Historical,Oil displacement Mlge,Trucks,EV,2012,Milion litres gasoline equivalent,0.04899999871850014
China,Historical,Oil displacement Mlge,Vans,EV,2012,Milion litres gasoline equivalent,2.9000000953674316
China,Historical,Oil displacement Mlge,Cars,EV,2012,Milion litres gasoline equivalent,13
China,Historical,EV stock share,Buses,EV,2012,percent,0.17000000178813934
China,Historical,EV sales share,Trucks,EV,2012,percent,0.0032999999821186066
China,Historical,EV stock share,Trucks,EV,2012,percent,0.0003100000030826777
China,Historical,EV sales share,Vans,EV,2012,percent,0.0560000017285347
China,Historical,EV stock share,Vans,EV,2012,percent,0.012000000104308128
China,Historical,EV stock share,Cars,EV,2012,percent,0.017999999225139618
China,Historical,EV sales share,Cars,EV,2012,percent,0.06199999898672104
China,Historical,EV stock,Cars,PHEV,2012,stock,920
China,Historical,EV sales,Vans,BEV,2012,sales,520
China,Historical,EV stock,Vans,BEV,2012,stock,1200
China,Historical,EV sales,Cars,BEV,2012,sales,9600
China,Historical,EV stock,Cars,BEV,2012,stock,16000
China,Historical,EV sales,Cars,PHEV,2012,sales,260
China,Historical,EV sales,Cars,PHEV,2013,sales,730
China,Historical,EV stock,Cars,BEV,2013,stock,31000
China,Historical,EV sales,Cars,BEV,2013,sales,15000
China,Historical,EV stock,Vans,BEV,2013,stock,1800
China,Historical,EV sales,Vans,BEV,2013,sales,550
China,Historical,EV stock,Cars,PHEV,2013,stock,1600
China,Historical,EV sales share,Cars,EV,2013,percent,0.08299999684095383
China,Historical,EV stock share,Vans,EV,2013,percent,0.017000000923871994
China,Historical,EV sales share,Vans,EV,2013,percent,0.05700000002980232
China,Historical,EV stock share,Trucks,EV,2013,percent,0.002099999925121665
China,Historical,EV sales share,Trucks,EV,2013,percent,0.017000000923871994
China,Historical,EV stock share,Buses,EV,2013,percent,0.28999999165534973
China,Historical,Oil displacement Mbd,Buses,EV,2013,Milion barrels per day,0.0012000000569969416
China,Historical,Oil displacement Mbd,Trucks,EV,2013,Milion barrels per day,0.0000036999999792897142
China,Historical,Oil displacement Mbd,Vans,EV,2013,Milion barrels per day,0.00007200000254670158
China,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.00044999999227002263
China,Historical,Oil displacement Mlge,Buses,EV,2013,Milion litres gasoline equivalent,70
China,Historical,Oil displacement Mlge,Trucks,EV,2013,Milion litres gasoline equivalent,0.2199999988079071
China,Historical,Oil displacement Mlge,Vans,EV,2013,Milion litres gasoline equivalent,4.300000190734863
China,Historical,Oil displacement Mlge,Cars,EV,2013,Milion litres gasoline equivalent,27
China,Historical,EV stock share,Cars,EV,2013,percent,0.028999999165534973
China,Historical,EV sales share,Buses,EV,2013,percent,1.7000000476837158
China,Historical,EV stock,Trucks,BEV,2013,stock,360
